1 4 3 0 0.001493
1 4 3 1 0.00163
1 4 3 2 0.001673
1 4 3 3 0.001647
1 4 3 4 0.001682
1 4 3 5 0.002071
1 4 3 6 0.002517
1 4 3 7 0.002612
1 4 3 8 0.003152
1 4 3 9 0.002687
1 5 0 0 0.001227
1 5 0 1 0.001687
1 5 0 2 0.00208
1 5 0 3 0.002066
1 5 0 4 0.002262
1 5 0 5 0.002105
1 5 0 6 0.002318
1 5 0 7 0.002331
1 5 0 8 0.002247
1 5 0 9 0.002195
1 5 1 0 0.001325
1 5 1 1 0.001736
1 5 1 2 0.002066
1 5 1 3 0.002148
1 5 1 4 0.002226
1 5 1 5 0.002179
1 5 1 6 0.002242
1 5 1 7 0.002268
1 5 1 8 0.002411
1 5 1 9 0.002257
1 5 2 0 0.001314
1 5 2 1 0.001598
1 5 2 2 0.002114
1 5 2 3 0.002235
1 5 2 4 0.002218
1 5 2 5 0.002146
1 5 2 6 0.002194
1 5 2 7 0.002206
1 5 2 8 0.002298
1 5 2 9 0.002211
1 5 3 0 0.001269
1 5 3 1 0.001622
1 5 3 2 0.002087
1 5 3 3 0.001987
1 5 3 4 0.002019
1 5 3 5 0.002083
1 5 3 6 0.002224
1 5 3 7 0.002275
1 5 3 8 0.002291
1 5 3 9 0.002209
2 0 0 0 0.001353
2 0 1 0 0.000717
2 0 2 0 0.000654
2 0 3 0 0.000631
2 0 4 0 0.000652
2 0 5 0 0.000725
2 0 6 0 0.000825
2 0 7 0 0.000928
2 0 8 0 0.001048
2 0 9 0 0.00118
2 0 0 1 0.00654
2 0 1 1 0.004673
2 0 2 1 0.000864
2 0 3 1 0.000542
2 0 4 1 0.000471
2 0 5 1 0.000538
2 0 6 1 0.000662
2 0 7 1 0.000785
2 0 8 1 0.000895
2 0 9 1 0.001112
2 0 0 2 0.006834
2 0 1 2 0.008651
2 0 2 2 0.009258
2 0 3 2 0.003502
2 0 4 2 0.000363
2 0 5 2 0.000377
2 0 6 2 0.000493
2 0 7 2 0.000636
2 0 8 2 0.000779
2 0 9 2 0.000976
2 0 0 3 0.009901
2 0 1 3 0.010651
2 0 2 3 0.013054
2 0 3 3 0.008333
2 0 4 3 0.006956
2 0 5 3 0.000248
2 0 6 3 0.000327
2 0 7 3 0.000487
2 0 8 3 0.000647
2 0 9 3 0.000893
2 1 0 0 0.001557
2 1 1 0 0.001367
2 1 2 0 0.001292
2 1 3 0 0.001207
2 1 4 0 0.001087
2 1 5 0 0.001007
2 1 6 0 0.000933
2 1 7 0 0.000862
2 1 8 0 0.000805
2 1 9 0 0.000687
2 1 0 1 0.001402
2 1 1 1 0.001279
2 1 2 1 0.00123
2 1 3 1 0.001131
2 1 4 1 0.001028
2 1 5 1 0.000931
2 1 6 1 0.000843
2 1 7 1 0.000768
2 1 8 1 0.00072
2 1 9 1 0.000603
2 1 0 2 0.001256
2 1 1 2 0.001138
2 1 2 2 0.001103
2 1 3 2 0.001032
2 1 4 2 0.000931
2 1 5 2 0.000836
2 1 6 2 0.00074
2 1 7 2 0.000683
2 1 8 2 0.000641
2 1 9 2 0.000541
2 1 0 3 0.00104
2 1 1 3 0.000968
2 1 2 3 0.000908
2 1 3 3 0.000855
2 1 4 3 0.000772
2 1 5 3 0.000711
2 1 6 3 0.000625
2 1 7 3 0.000567
2 1 8 3 0.000514
2 1 9 3 0.000434
2 2 0 0 0.00078
2 2 1 0 0.000734
2 2 2 0 0.000635
2 2 3 0 0.000596
2 2 4 0 0.000566
2 2 5 0 0.000524
2 2 6 0 0.000534
2 2 7 0 0.000536
2 2 8 0 0.005452
2 2 9 0 0.010086
2 2 0 1 0.000741
2 2 1 1 0.000684
2 2 2 1 0.00058
2 2 3 1 0.000552
2 2 4 1 0.000512
2 2 5 1 0.00045
2 2 6 1 0.000399
2 2 7 1 0.000347
2 2 8 1 0.005975
2 2 9 1 0.009503
2 2 0 2 0.000654
2 2 1 2 0.000628
2 2 2 2 0.000547
2 2 3 2 0.000494
2 2 4 2 0.000455
2 2 5 2 0.000391
2 2 6 2 0.000342
2 2 7 2 0.000258
2 2 8 2 0.000286
2 2 9 2 0.0079
2 2 0 3 0.000547
2 2 1 3 0.000493
2 2 2 3 0.000445
2 2 3 3 0.000429
2 2 4 3 0.000371
2 2 5 3 0.000339
2 2 6 3 0.000276
2 2 7 3 0.000239
2 2 8 3 0.00015
2 2 9 3 0.006477
3 0 0 0 0.002563
3 0 0 1 0.002266
3 0 0 2 0.002253
3 0 0 3 0.002132
3 0 0 4 0.002152
3 0 0 5 0.002087
3 0 0 6 0.002039
3 0 0 7 0.001964
3 0 0 8 0.001965
3 0 0 9 0.002028
3 1 0 0 0.000823
3 1 0 1 0.000849
3 1 0 2 0.000917
3 1 0 3 0.000956
3 1 0 4 0.000988
3 1 0 5 0.00102
3 1 0 6 0.001022
3 1 0 7 0.001039
3 1 0 8 0.001068
3 1 0 9 0.000976
4 0 0 0 0.00117
4 0 1 0 0.00104
4 0 2 0 0.001009
4 0 3 0 0.000958
4 0 4 0 0.000888
4 0 5 0 0.00079
4 0 6 0 0.000763
4 0 7 0 0.000693
4 0 8 0 0.000616
4 0 9 0 0.000678
4 1 0 0 0.000683
4 1 1 0 0.000748
4 1 2 0 0.000821
4 1 3 0 0.000919
4 1 4 0 0.001
4 1 5 0 0.001116
4 1 6 0 0.001192
4 1 7 0 0.001253
4 1 8 0 0.001281
4 1 9 0 0.001315
