1 0 0 0 0.004038
1 0 0 1 0.00373
1 0 0 2 0.003453
1 0 0 3 0.002903
1 0 0 4 0.002798
1 0 0 5 0.002301
1 0 0 6 0.001967
1 0 0 7 0.001731
1 0 0 8 0.001303
1 0 0 9 0.001037
1 0 1 0 0.004078
1 0 1 1 0.003808
1 0 1 2 0.003489
1 0 1 3 0.002592
1 0 1 4 0.002421
1 0 1 5 0.002146
1 0 1 6 0.001851
1 0 1 7 0.001582
1 0 1 8 0.001301
1 0 1 9 0.000996
1 0 2 0 0.00406
1 0 2 1 0.00382
1 0 2 2 0.003453
1 0 2 3 0.002622
1 0 2 4 0.002439
1 0 2 5 0.002162
1 0 2 6 0.001889
1 0 2 7 0.001563
1 0 2 8 0.001268
1 0 2 9 0.000928
1 0 3 0 0.004076
1 0 3 1 0.003756
1 0 3 2 0.00337
1 0 3 3 0.003041
1 0 3 4 0.002642
1 0 3 5 0.002257
1 0 3 6 0.001925
1 0 3 7 0.001659
1 0 3 8 0.001203
1 0 3 9 0.000901
1 1 0 0 0.000287
1 1 0 1 0.000497
1 1 0 2 0.000773
1 1 0 3 0.000979
1 1 0 4 0.001235
1 1 0 5 0.001524
1 1 0 6 0.002014
1 1 0 7 0.002727
1 1 0 8 0.002081
1 1 0 9 0.003466
1 1 1 0 0.000283
1 1 1 1 0.000511
1 1 1 2 0.000804
1 1 1 3 0.00101
1 1 1 4 0.001287
1 1 1 5 0.001598
1 1 1 6 0.002156
1 1 1 7 0.002711
1 1 1 8 0.002149
1 1 1 9 0.003693
1 1 2 0 0.000292
1 1 2 1 0.000515
1 1 2 2 0.000759
1 1 2 3 0.001004
1 1 2 4 0.001273
1 1 2 5 0.001608
1 1 2 6 0.002119
1 1 2 7 0.002661
1 1 2 8 0.00217
1 1 2 9 0.00353
1 1 3 0 0.000275
1 1 3 1 0.000486
1 1 3 2 0.000759
1 1 3 3 0.000957
1 1 3 4 0.001217
1 1 3 5 0.001537
1 1 3 6 0.002069
1 1 3 7 0.002505
1 1 3 8 0.002145
1 1 3 9 0.00325
1 2 0 0 0.000845
1 2 0 1 0.001087
1 2 0 2 0.001239
1 2 0 3 0.001434
1 2 0 4 0.001744
1 2 0 5 0.001952
1 2 0 6 0.002432
1 2 0 7 0.002832
1 2 0 8 0.002025
1 2 0 9 0.003463
1 2 1 0 0.000913
1 2 1 1 0.001144
1 2 1 2 0.001329
1 2 1 3 0.001512
1 2 1 4 0.001736
1 2 1 5 0.001993
1 2 1 6 0.002497
1 2 1 7 0.002957
1 2 1 8 0.002153
1 2 1 9 0.003106
1 2 2 0 0.000887
1 2 2 1 0.001162
1 2 2 2 0.001278
1 2 2 3 0.001445
1 2 2 4 0.001698
1 2 2 5 0.002004
1 2 2 6 0.002495
1 2 2 7 0.00298
1 2 2 8 0.00212
1 2 2 9 0.003173
1 2 3 0 0.000865
1 2 3 1 0.00107
1 2 3 2 0.001331
1 2 3 3 0.001391
1 2 3 4 0.001635
1 2 3 5 0.001971
1 2 3 6 0.002441
1 2 3 7 0.002772
1 2 3 8 0.002154
1 2 3 9 0.002978
1 3 0 0 0.001079
1 3 0 1 0.001195
1 3 0 2 0.001515
1 3 0 3 0.001564
1 3 0 4 0.001889
1 3 0 5 0.00208
1 3 0 6 0.002656
1 3 0 7 0.002612
1 3 0 8 0.002056
1 3 0 9 0.00277
1 3 1 0 0.001117
1 3 1 1 0.001259
1 3 1 2 0.001461
1 3 1 3 0.001645
1 3 1 4 0.001811
1 3 1 5 0.00218
1 3 1 6 0.002517
1 3 1 7 0.002934
1 3 1 8 0.00232
1 3 1 9 0.002873
1 3 2 0 0.001071
1 3 2 1 0.001311
1 3 2 2 0.001359
1 3 2 3 0.001626
1 3 2 4 0.001856
1 3 2 5 0.002146
1 3 2 6 0.002568
1 3 2 7 0.003036
1 3 2 8 0.002237
1 3 2 9 0.002804
1 3 3 0 0.000968
1 3 3 1 0.001234
1 3 3 2 0.00141
1 3 3 3 0.001485
1 3 3 4 0.001683
1 3 3 5 0.001962
1 3 3 6 0.002505
1 3 3 7 0.002714
1 3 3 8 0.002339
1 3 3 9 0.003089
1 4 0 0 0.001482
1 4 0 1 0.001796
1 4 0 2 0.002011
1 4 0 3 0.002183
1 4 0 4 0.002201
1 4 0 5 0.002504
1 4 0 6 0.00245
1 4 0 7 0.003056
1 4 0 8 0.002566
1 4 0 9 0.002507
1 4 1 0 0.001533
1 4 1 1 0.001831
1 4 1 2 0.002023
1 4 1 3 0.002054
1 4 1 4 0.002191
1 4 1 5 0.002458
1 4 1 6 0.002598
1 4 1 7 0.002515
1 4 1 8 0.002871
1 4 1 9 0.002736
1 4 2 0 0.001526
1 4 2 1 0.001831
1 4 2 2 0.002015
1 4 2 3 0.002077
1 4 2 4 0.002311
1 4 2 5 0.00236
1 4 2 6 0.002491
1 4 2 7 0.002633
1 4 2 8 0.002859
1 4 2 9 0.002685
